post_id,platform,post_type,post_time,likes,comments,shares,post_day,sentiment_score
3272,Instagram,image,11/03/2023 21:29,4133,541,601,Friday,negative
3273,Twitter,text,11/01/2023 00:06,4220,121,901,Monday,negative
3274,LinkedIn,poll,03/30/2023 17:02,4908,720,389,Monday,negative
3275,Facebook,video,06/23/2023 14:04,2125,393,947,Monday,positive
3276,LinkedIn,image,11/01/2023 08:40,3047,444,528,Tuesday,positive
3277,Twitter,image,09/30/2023 06:54,4791,989,765,Tuesday,neutral
3278,LinkedIn,poll,04/05/2023 01:20,2424,736,171,Wednesday,negative
3279,Facebook,carousel,05/28/2023 12:13,803,126,143,Monday,negative
3280,LinkedIn,carousel,08/15/2023 03:43,3724,334,888,Sunday,neutral
3281,Instagram,carousel,12/25/2023 21:21,4645,592,562,Tuesday,neutral
3282,LinkedIn,image,05/10/2023 18:26,194,50,942,Thursday,negative
3283,LinkedIn,text,12/24/2023 15:49,2861,470,824,Tuesday,positive
3284,Facebook,poll,09/01/2023 17:04,618,667,298,Wednesday,negative
3285,Facebook,text,01/21/2023 17:54,1393,368,741,Monday,negative
3286,Instagram,image,08/11/2023 02:40,4655,158,662,Monday,negative
3287,Twitter,video,09/15/2023 06:10,109,993,783,Sunday,negative
3288,Facebook,carousel,05/30/2023 19:48,1551,662,208,Thursday,negative
3289,Twitter,video,01/04/2023 11:56,3648,526,835,Saturday,negative
3290,LinkedIn,text,10/15/2023 06:40,189,641,464,Saturday,neutral
3291,Instagram,text,05/24/2023 17:31,4038,527,556,Monday,neutral
3292,Facebook,text,02/12/2023 09:55,1703,158,879,Thursday,negative
3293,Instagram,text,11/06/2023 03:03,4874,443,409,Sunday,neutral
3294,Twitter,poll,06/29/2023 11:33,2111,992,234,Monday,negative
3295,Twitter,text,08/24/2023 19:13,3491,820,920,Thursday,negative
3296,Facebook,text,12/24/2023 16:30,3048,880,246,Wednesday,negative
3297,Facebook,image,09/01/2023 15:02,2061,324,958,Thursday,neutral
3298,Instagram,image,03/28/2023 20:19,1719,396,685,Thursday,neutral
3299,LinkedIn,video,05/02/2023 16:40,3609,72,312,Sunday,positive
3300,Instagram,text,10/03/2023 08:11,2768,49,518,Thursday,positive
3301,LinkedIn,poll,10/31/2023 12:46,3347,835,67,Sunday,neutral
3302,LinkedIn,carousel,01/20/2023 03:40,3792,565,756,Saturday,neutral
3303,LinkedIn,image,09/12/2023 07:17,210,670,381,Thursday,negative
3304,Facebook,image,03/19/2023 00:58,4634,383,116,Sunday,neutral
3305,LinkedIn,video,01/31/2023 01:17,2279,61,886,Friday,negative
3306,LinkedIn,text,09/29/2023 00:13,4797,672,566,Sunday,negative
3307,Twitter,text,02/14/2023 18:29,832,508,426,Thursday,neutral
3308,LinkedIn,carousel,07/31/2023 23:36,2991,488,585,Friday,negative
3309,Instagram,image,08/21/2023 13:31,286,875,127,Monday,neutral
3310,Instagram,text,05/30/2023 22:21,1139,696,869,Friday,positive
3311,Twitter,poll,11/22/2023 07:22,338,160,848,Monday,positive
3312,Twitter,video,10/22/2023 08:35,2345,206,655,Saturday,negative
3313,Facebook,video,09/26/2023 17:49,4066,422,459,Saturday,positive
3314,Instagram,carousel,10/31/2023 09:17,609,614,274,Sunday,negative
3315,LinkedIn,carousel,07/29/2023 17:29,871,875,638,Sunday,positive
3316,Twitter,poll,05/03/2023 02:34,1489,840,876,Sunday,positive
3317,Instagram,poll,12/29/2023 22:45,885,256,81,Wednesday,positive
3318,Twitter,video,06/29/2023 21:34,4260,297,222,Monday,negative
3319,Instagram,carousel,09/13/2023 10:55,3498,206,131,Sunday,positive
3320,Instagram,text,03/13/2023 02:04,1404,927,380,Wednesday,positive
3321,LinkedIn,carousel,06/08/2023 03:04,3151,741,222,Monday,negative
3322,LinkedIn,text,05/21/2023 02:06,2485,909,881,Monday,neutral
3323,Twitter,video,03/19/2023 04:45,3810,635,982,Friday,neutral
3324,LinkedIn,text,09/18/2023 05:43,1086,599,111,Saturday,neutral
3325,Instagram,text,03/18/2023 03:30,3190,843,483,Saturday,positive
3326,Twitter,carousel,11/22/2023 05:12,3967,751,498,Wednesday,positive
3327,Twitter,image,11/01/2023 05:47,4007,815,295,Monday,negative
3328,Facebook,image,01/08/2023 03:50,2640,975,72,Sunday,neutral
3329,Facebook,poll,12/08/2023 23:28,3396,217,223,Wednesday,neutral
3330,Twitter,carousel,06/02/2023 10:08,3802,449,931,Sunday,positive
3331,Facebook,text,03/01/2023 04:23,885,254,71,Wednesday,neutral
3332,Facebook,poll,10/02/2023 16:06,1378,211,610,Thursday,neutral
3333,Instagram,carousel,10/28/2023 11:18,134,851,395,Wednesday,positive
3334,Twitter,text,03/19/2023 06:14,1655,418,965,Saturday,neutral
3335,Facebook,image,03/08/2023 05:31,298,229,264,Monday,positive
3336,Twitter,video,10/03/2023 15:56,1596,741,441,Wednesday,neutral
3337,Twitter,image,02/16/2023 00:40,3904,146,32,Tuesday,neutral
3338,Twitter,image,10/25/2023 06:05,1584,91,10,Thursday,neutral
3339,Instagram,text,03/20/2023 23:51,1018,905,452,Sunday,neutral
3340,LinkedIn,video,11/02/2023 23:44,2656,902,904,Thursday,neutral
3341,LinkedIn,text,03/03/2023 03:18,1758,436,845,Tuesday,negative
3342,Twitter,text,09/04/2023 14:42,2866,186,578,Wednesday,negative
3343,Instagram,image,11/01/2023 07:56,2245,553,128,Sunday,neutral
3344,Twitter,poll,06/16/2023 06:09,3058,13,761,Friday,neutral
3345,Twitter,image,05/10/2023 17:51,2931,795,384,Wednesday,positive
3346,LinkedIn,carousel,09/03/2023 06:15,2629,22,973,Thursday,neutral
3347,Instagram,text,01/03/2023 19:18,652,453,126,Saturday,neutral
3348,LinkedIn,carousel,12/23/2023 10:14,1795,909,195,Wednesday,negative
3349,LinkedIn,video,09/01/2023 17:30,1801,381,460,Thursday,positive
3350,Instagram,carousel,11/08/2023 23:04,3737,941,952,Sunday,neutral
3351,LinkedIn,video,12/03/2023 23:39,397,859,505,Wednesday,positive
3352,LinkedIn,carousel,01/18/2023 05:30,887,234,191,Monday,positive
3353,Twitter,image,09/17/2023 18:22,1048,131,361,Tuesday,negative
3354,Instagram,text,12/14/2023 23:12,2459,117,321,Friday,neutral
3355,Instagram,video,02/03/2023 02:51,70,570,898,Wednesday,negative
3356,LinkedIn,poll,05/29/2023 10:29,4918,739,164,Monday,negative
3357,Instagram,video,11/01/2023 10:10,4798,849,331,Monday,neutral
3358,Twitter,text,01/11/2023 22:12,4489,670,313,Tuesday,positive
3359,Instagram,video,02/17/2023 19:45,4041,230,939,Saturday,negative
3360,Twitter,poll,04/21/2023 06:39,190,770,284,Monday,positive
3361,Facebook,carousel,11/24/2023 13:37,3702,64,876,Monday,neutral
3362,LinkedIn,poll,01/09/2023 19:13,450,788,990,Friday,positive
3363,Facebook,image,02/15/2023 07:48,2750,353,389,Saturday,neutral
3364,Facebook,text,04/13/2023 20:13,917,544,614,Sunday,negative
3365,Twitter,text,10/20/2023 12:57,1073,375,399,Wednesday,neutral
3366,Instagram,poll,09/15/2023 09:33,1174,434,549,Sunday,neutral
3367,Twitter,carousel,04/17/2023 01:12,2639,721,210,Saturday,neutral
3368,LinkedIn,video,11/01/2023 06:12,1072,213,961,Sunday,positive
3369,Facebook,poll,06/19/2023 00:34,2424,533,848,Friday,negative
3370,Twitter,image,10/23/2023 19:26,4091,777,254,Thursday,neutral
3371,Twitter,image,08/17/2023 15:17,4401,14,622,Wednesday,negative
3372,Twitter,poll,12/23/2023 01:56,4462,923,916,Wednesday,positive
3373,Facebook,carousel,11/17/2023 04:00,1587,986,857,Sunday,negative
3374,Instagram,carousel,12/16/2023 16:39,4809,542,187,Thursday,neutral
3375,Twitter,carousel,05/15/2023 17:31,2029,443,420,Saturday,positive
3376,Instagram,video,06/02/2023 21:01,4113,146,909,Tuesday,positive
3377,Instagram,video,03/15/2023 03:43,4068,150,604,Saturday,positive
3378,Facebook,carousel,01/26/2023 07:35,1337,554,245,Monday,negative
3379,Instagram,video,04/14/2023 06:59,3016,922,60,Saturday,negative
3380,Twitter,video,09/02/2023 12:33,4866,400,794,Monday,negative
3381,Instagram,video,10/18/2023 05:44,1229,854,85,Friday,positive
3382,Twitter,image,04/28/2023 03:23,2312,486,104,Tuesday,negative
3383,Facebook,carousel,01/13/2023 17:58,3823,551,192,Wednesday,positive
3384,Twitter,image,07/19/2023 18:23,1623,806,371,Thursday,neutral
3385,LinkedIn,text,12/08/2023 19:27,3140,613,666,Friday,positive
3386,Facebook,image,12/31/2023 08:41,3500,795,608,Friday,positive
3387,Facebook,poll,03/26/2023 02:58,4704,884,661,Friday,negative
3388,LinkedIn,image,02/10/2023 10:44,4210,120,936,Tuesday,positive
3389,Instagram,video,10/10/2023 14:31,625,836,745,Friday,neutral
3390,LinkedIn,poll,08/17/2023 20:04,2938,226,866,Monday,negative
3391,LinkedIn,carousel,03/26/2023 20:34,3351,142,647,Sunday,neutral
3392,Instagram,video,02/24/2023 20:00,4184,788,700,Wednesday,negative
3393,Instagram,text,03/20/2023 15:00,1495,140,609,Friday,positive
3394,Twitter,video,07/28/2023 17:54,2212,394,573,Saturday,positive
3395,LinkedIn,video,01/29/2023 02:38,2835,371,899,Saturday,negative
3396,Facebook,video,11/15/2023 08:20,1556,528,723,Monday,neutral
3397,LinkedIn,video,01/20/2023 16:27,2253,521,402,Tuesday,neutral
3398,Instagram,video,07/15/2023 01:30,2257,354,257,Thursday,negative
3399,Instagram,poll,07/27/2023 05:55,722,601,414,Sunday,negative
3400,Twitter,image,04/27/2023 21:41,3532,964,819,Thursday,neutral
3401,Instagram,image,11/04/2023 07:46,2693,678,696,Tuesday,neutral
3402,Instagram,carousel,10/16/2023 01:49,421,816,931,Monday,negative
3403,Facebook,poll,08/29/2023 03:50,4375,642,703,Saturday,positive
3404,Twitter,image,08/21/2023 15:23,1323,883,566,Thursday,neutral
3405,Instagram,poll,02/06/2023 21:05,1424,123,665,Sunday,positive
3406,LinkedIn,poll,10/28/2023 15:55,3445,494,878,Sunday,negative
3407,Facebook,carousel,08/29/2023 17:26,3566,760,871,Friday,neutral
3408,LinkedIn,poll,12/16/2023 17:24,2763,525,254,Friday,neutral
3409,Twitter,text,06/21/2023 04:09,2729,572,415,Saturday,neutral
3410,Facebook,poll,01/04/2023 06:01,2582,429,830,Sunday,positive
3411,Instagram,carousel,06/23/2023 23:51,2367,726,538,Wednesday,neutral
3412,Instagram,text,05/23/2023 19:51,1250,350,858,Sunday,positive
3413,Instagram,carousel,05/02/2023 03:17,690,710,21,Wednesday,positive
3414,Facebook,poll,10/07/2023 10:39,2235,100,732,Wednesday,neutral
3415,Facebook,image,06/19/2023 11:07,3248,790,640,Thursday,negative
3416,Instagram,text,06/04/2023 14:19,3908,660,239,Tuesday,positive
3417,Instagram,image,01/22/2023 12:33,2210,637,718,Thursday,neutral
3418,LinkedIn,image,05/27/2023 22:36,883,315,599,Friday,negative
3419,Facebook,video,08/03/2023 08:38,4101,676,29,Thursday,positive
3420,Facebook,carousel,07/25/2023 20:20,3168,453,605,Wednesday,negative
3421,Instagram,video,10/02/2023 13:50,4207,801,285,Monday,negative
3422,Twitter,carousel,09/17/2023 06:36,526,575,432,Sunday,neutral
3423,Facebook,poll,05/30/2023 15:24,883,857,7,Friday,neutral
3424,Instagram,image,02/10/2023 23:08,4209,892,189,Sunday,neutral
3425,LinkedIn,image,05/22/2023 10:52,4519,811,907,Sunday,neutral
3426,LinkedIn,video,08/28/2023 00:13,2436,675,939,Thursday,positive
3427,Instagram,image,11/26/2023 15:06,201,708,978,Thursday,positive
3428,LinkedIn,text,08/07/2023 16:35,4841,625,12,Sunday,negative
3429,Twitter,poll,01/12/2023 23:18,2445,578,271,Monday,neutral
3430,Facebook,poll,01/19/2023 03:13,385,297,749,Saturday,neutral
3431,Facebook,poll,11/03/2023 04:58,2271,345,333,Tuesday,positive
3432,Facebook,carousel,05/16/2023 23:32,2218,91,920,Saturday,neutral
3433,Twitter,poll,10/23/2023 06:39,3592,957,690,Wednesday,neutral
3434,Instagram,video,02/04/2023 15:46,3219,42,360,Wednesday,negative
3435,LinkedIn,video,09/17/2023 06:37,1302,871,996,Wednesday,positive
3436,Twitter,image,06/10/2023 15:32,3649,333,608,Wednesday,positive
3437,Instagram,video,06/07/2023 05:24,3765,932,693,Saturday,negative
3438,Facebook,video,02/07/2023 12:47,1120,127,722,Thursday,negative
3439,Instagram,text,04/17/2023 17:07,3904,405,541,Wednesday,positive
3440,Facebook,poll,12/16/2023 21:52,229,781,929,Tuesday,negative
3441,LinkedIn,text,09/06/2023 20:21,3322,478,470,Friday,positive
3442,LinkedIn,carousel,11/22/2023 00:00,3119,144,696,Wednesday,neutral
3443,Twitter,video,02/05/2023 19:28,938,173,820,Saturday,positive
3444,LinkedIn,video,08/30/2023 10:42,2212,504,240,Saturday,neutral
3445,Twitter,text,01/21/2023 20:42,1173,796,826,Sunday,negative
3446,Facebook,carousel,03/25/2023 09:04,1702,501,945,Wednesday,negative
3447,Instagram,video,12/09/2023 22:27,2046,970,462,Saturday,negative
3448,Instagram,video,08/11/2023 11:10,2360,831,677,Monday,negative
3449,Twitter,video,02/10/2023 00:19,1219,930,33,Wednesday,neutral
3450,Twitter,video,09/23/2023 23:32,2103,874,609,Thursday,positive
3451,LinkedIn,video,07/19/2023 16:36,2924,110,764,Tuesday,negative
3452,Instagram,text,03/31/2023 17:13,4897,945,334,Monday,positive
3453,Facebook,video,01/31/2023 03:52,4184,251,638,Sunday,negative
3454,Twitter,carousel,09/21/2023 02:42,1258,356,402,Tuesday,neutral
3455,Twitter,text,11/27/2023 04:53,3336,963,346,Friday,negative
3456,LinkedIn,carousel,04/27/2023 09:38,526,276,556,Wednesday,neutral
3457,LinkedIn,image,03/16/2023 00:40,3742,264,523,Saturday,negative
3458,Facebook,video,08/14/2023 23:46,3728,915,924,Tuesday,neutral
3459,Facebook,video,07/07/2023 07:27,64,123,723,Friday,neutral
3460,LinkedIn,image,07/08/2023 18:19,4749,448,345,Tuesday,negative
3461,Twitter,poll,02/22/2023 18:06,3887,225,947,Tuesday,negative
3462,LinkedIn,image,07/27/2023 17:16,907,651,407,Saturday,negative
3463,LinkedIn,carousel,04/17/2023 20:00,1511,131,612,Sunday,neutral
3464,Twitter,poll,02/10/2023 01:36,2536,918,604,Tuesday,positive
3465,LinkedIn,carousel,07/15/2023 15:42,70,526,907,Thursday,negative
3466,Instagram,image,03/07/2023 00:29,4981,591,300,Wednesday,neutral
3467,Instagram,text,10/19/2023 17:41,4046,935,765,Monday,negative
3468,Instagram,image,07/07/2023 18:07,1724,695,636,Wednesday,positive
3469,Facebook,image,06/16/2023 01:44,310,197,846,Monday,positive
3470,LinkedIn,video,09/09/2023 07:54,2175,734,326,Wednesday,positive
3471,Twitter,text,12/06/2023 10:53,2355,533,906,Tuesday,neutral
3472,Instagram,image,03/11/2023 20:25,4534,763,897,Sunday,positive
3473,Facebook,poll,03/22/2023 13:54,2320,821,236,Friday,positive
3474,LinkedIn,poll,10/18/2023 16:44,3837,795,94,Friday,neutral
3475,Twitter,text,02/05/2023 12:18,4671,936,80,Tuesday,neutral
3476,Instagram,video,10/27/2023 01:57,4926,779,709,Tuesday,neutral
3477,Twitter,video,08/11/2023 20:36,1196,515,274,Sunday,negative
3478,Instagram,carousel,10/08/2023 17:06,493,589,458,Thursday,neutral
3479,Facebook,text,11/06/2023 22:20,1434,845,154,Saturday,neutral
3480,Facebook,carousel,10/24/2023 04:26,2254,491,446,Thursday,positive
3481,Facebook,video,10/08/2023 15:40,4987,716,306,Tuesday,positive
3482,Instagram,text,06/17/2023 18:56,1606,742,337,Monday,positive
3483,Facebook,poll,09/09/2023 19:42,4000,923,962,Tuesday,negative
3484,Twitter,video,03/21/2023 01:28,1050,249,662,Monday,positive
3485,Instagram,video,03/16/2023 04:43,503,80,680,Thursday,positive
3486,Facebook,image,08/25/2023 16:55,3132,184,115,Friday,negative
3487,LinkedIn,poll,05/13/2023 02:23,2308,672,20,Saturday,neutral
3488,Facebook,image,06/13/2023 06:04,3139,260,865,Saturday,negative
3489,Instagram,text,05/04/2023 07:55,4279,416,642,Thursday,neutral
3490,Instagram,carousel,05/24/2023 09:30,2982,822,146,Sunday,negative
3491,Twitter,video,06/10/2023 02:27,3591,675,599,Friday,negative
3492,Instagram,text,11/22/2023 08:04,730,417,379,Tuesday,negative
3493,LinkedIn,image,05/21/2023 09:19,3408,623,18,Saturday,negative
3494,Twitter,carousel,10/14/2023 00:08,309,859,518,Sunday,neutral
3495,Instagram,poll,11/08/2023 00:04,303,336,453,Monday,neutral
3496,Twitter,video,08/14/2023 10:49,1972,658,840,Sunday,neutral
3497,Facebook,text,05/24/2023 23:28,3999,612,976,Sunday,positive
3498,Facebook,carousel,03/23/2023 03:00,4794,201,87,Sunday,neutral
3499,Facebook,carousel,12/11/2023 18:47,3643,263,984,Friday,negative
3500,LinkedIn,text,03/11/2023 16:03,3713,959,990,Tuesday,neutral
3501,Instagram,poll,01/07/2023 10:28,1564,651,905,Wednesday,negative
3502,Twitter,image,12/15/2023 22:37,4269,834,112,Thursday,negative
3503,LinkedIn,video,07/16/2023 08:43,795,687,752,Monday,neutral
3504,Instagram,poll,02/02/2023 20:50,1994,353,600,Tuesday,negative
3505,LinkedIn,text,02/02/2023 22:39,1389,208,578,Friday,neutral
3506,Twitter,image,07/06/2023 12:20,248,134,788,Wednesday,positive
3507,Twitter,video,05/20/2023 16:59,494,444,41,Sunday,negative
3508,Facebook,video,12/15/2023 10:24,3792,162,34,Monday,neutral
3509,LinkedIn,poll,10/12/2023 04:04,4311,533,706,Sunday,negative
3510,Instagram,video,05/19/2023 07:30,65,746,991,Friday,negative
3511,Facebook,carousel,06/20/2023 03:40,1757,663,948,Thursday,neutral
3512,Instagram,poll,09/29/2023 23:34,4837,569,333,Tuesday,negative
3513,Facebook,carousel,05/06/2023 23:52,3770,548,989,Friday,negative
3514,Facebook,poll,04/27/2023 00:49,1799,892,726,Friday,negative
3515,Instagram,carousel,01/09/2023 20:15,4122,669,844,Saturday,negative
3516,LinkedIn,video,01/22/2023 05:03,838,417,616,Sunday,neutral
3517,Instagram,image,06/13/2023 14:43,1227,406,404,Monday,neutral
3518,Twitter,poll,03/06/2023 05:39,2233,681,247,Monday,negative
3519,Instagram,poll,05/15/2023 15:40,4700,142,283,Tuesday,positive
3520,Instagram,poll,07/08/2023 23:25,4933,925,118,Tuesday,neutral
3521,Instagram,video,09/24/2023 15:33,1805,579,552,Thursday,negative
3522,LinkedIn,poll,06/16/2023 01:09,1151,633,226,Tuesday,neutral
3523,Facebook,poll,05/13/2023 19:36,4736,537,295,Friday,neutral
3524,Instagram,text,03/04/2023 13:51,3669,725,945,Friday,neutral
3525,Twitter,image,06/01/2023 23:23,3226,397,874,Monday,neutral
3526,Twitter,poll,02/21/2023 09:47,4766,48,249,Thursday,neutral
3527,Instagram,video,07/14/2023 03:24,1853,87,938,Friday,neutral
3528,Twitter,video,12/03/2023 04:15,3400,816,980,Friday,negative
3529,Twitter,image,02/23/2023 07:02,3083,517,594,Thursday,neutral
3530,LinkedIn,image,10/01/2023 13:05,1758,777,990,Sunday,neutral
3531,Facebook,text,11/30/2023 03:54,745,533,831,Saturday,negative
3532,Facebook,text,05/10/2023 11:03,3735,828,632,Saturday,positive
3533,LinkedIn,image,11/17/2023 00:28,1315,334,790,Saturday,negative
3534,LinkedIn,image,04/14/2023 20:54,298,742,326,Sunday,positive
3535,Instagram,text,04/09/2023 19:45,2654,439,753,Sunday,neutral
3536,Instagram,poll,06/12/2023 19:13,2660,310,779,Saturday,positive
3537,Twitter,poll,12/02/2023 11:25,3902,447,919,Friday,positive
3538,Instagram,poll,02/15/2023 14:08,822,11,705,Monday,neutral
3539,LinkedIn,text,05/09/2023 03:45,2882,330,416,Wednesday,negative
3540,LinkedIn,image,05/16/2023 00:35,938,741,626,Saturday,positive
3541,Instagram,image,01/16/2023 19:50,1468,393,540,Sunday,positive
3542,Twitter,carousel,02/14/2023 00:50,981,93,748,Sunday,negative
3543,Instagram,video,08/13/2023 08:14,4980,619,979,Monday,negative
3544,Twitter,image,04/09/2023 04:10,4613,351,564,Monday,neutral
3545,Instagram,image,07/20/2023 21:03,2018,167,571,Thursday,negative
3546,Instagram,carousel,02/17/2023 21:17,2499,217,862,Tuesday,neutral
3547,LinkedIn,text,08/12/2023 04:34,1699,368,659,Friday,neutral
3548,LinkedIn,image,11/17/2023 02:18,2966,547,646,Thursday,positive
3549,LinkedIn,video,08/31/2023 10:50,1846,974,671,Wednesday,negative
3550,Instagram,text,06/16/2023 14:03,925,155,477,Monday,neutral
3551,LinkedIn,text,03/02/2023 11:53,1733,545,228,Sunday,neutral
3552,Twitter,carousel,06/02/2023 16:45,785,570,554,Saturday,neutral
3553,Twitter,carousel,02/03/2023 02:24,3025,335,836,Friday,neutral
3554,LinkedIn,carousel,07/19/2023 00:47,2168,951,106,Saturday,positive
3555,Twitter,poll,12/23/2023 10:00,3161,798,848,Wednesday,negative
3556,Instagram,image,02/08/2023 05:48,2345,80,905,Sunday,neutral
3557,Facebook,poll,01/28/2023 16:16,2308,607,7,Thursday,positive
3558,Facebook,image,04/26/2023 04:50,235,47,717,Monday,negative
3559,Facebook,poll,07/05/2023 03:05,2458,448,535,Saturday,positive
3560,Facebook,image,06/15/2023 09:46,2780,54,566,Sunday,neutral
3561,Instagram,poll,03/24/2023 00:47,1937,203,343,Wednesday,positive
3562,Facebook,poll,11/30/2023 14:20,139,236,34,Sunday,neutral
3563,Instagram,image,02/16/2023 01:53,3357,183,41,Sunday,positive
3564,LinkedIn,image,02/14/2023 12:30,691,830,198,Saturday,positive
3565,Instagram,image,11/02/2023 18:26,3972,302,877,Tuesday,neutral
3566,Facebook,text,07/02/2023 03:21,2534,448,842,Monday,positive
3567,Instagram,poll,11/15/2023 21:18,2276,210,654,Friday,positive
3568,Facebook,carousel,09/04/2023 01:25,4409,759,232,Wednesday,positive
3569,Instagram,poll,06/23/2023 23:31,4058,247,119,Thursday,positive
3570,LinkedIn,image,01/10/2023 13:57,3718,150,239,Thursday,negative
3571,Instagram,video,03/04/2023 16:38,246,35,469,Tuesday,positive
3572,Facebook,video,06/17/2023 09:35,4258,159,769,Sunday,neutral
3573,Facebook,poll,01/16/2023 12:54,2566,934,49,Friday,negative
3574,LinkedIn,video,09/04/2023 12:38,4223,310,298,Friday,neutral
3575,Twitter,poll,04/29/2023 20:46,2485,19,768,Wednesday,positive
3576,Twitter,video,12/26/2023 15:40,2730,322,454,Thursday,positive
3577,Twitter,text,07/11/2023 06:58,1376,942,100,Thursday,negative
3578,LinkedIn,video,09/14/2023 19:51,3317,209,871,Wednesday,negative
3579,LinkedIn,video,05/27/2023 05:12,1918,256,56,Thursday,positive
3580,LinkedIn,video,12/30/2023 00:43,924,119,988,Wednesday,neutral
3581,LinkedIn,text,09/09/2023 04:00,4132,978,916,Monday,negative
3582,Facebook,video,03/23/2023 01:32,3824,427,621,Saturday,neutral
3583,LinkedIn,video,01/29/2023 10:56,3243,372,762,Thursday,neutral
3584,LinkedIn,poll,02/24/2023 15:40,1753,378,586,Monday,neutral
3585,LinkedIn,text,01/26/2023 13:23,4456,466,252,Wednesday,neutral
3586,Facebook,video,06/05/2023 08:35,2219,802,331,Friday,neutral
3587,Instagram,image,01/01/2023 22:07,1838,74,536,Tuesday,neutral
3588,Facebook,carousel,04/17/2023 00:32,2877,172,515,Monday,negative
3589,LinkedIn,carousel,01/31/2023 08:45,715,312,792,Friday,neutral
3590,Instagram,video,11/04/2023 22:02,2033,995,737,Monday,neutral
3591,LinkedIn,poll,02/10/2023 17:59,3474,564,699,Tuesday,negative
3592,Twitter,text,06/21/2023 13:27,2691,91,731,Friday,positive
3593,Facebook,poll,02/12/2023 19:50,1500,529,740,Sunday,negative
3594,Twitter,poll,12/04/2023 01:15,1025,329,58,Saturday,positive
3595,Instagram,image,10/24/2023 20:50,2500,652,714,Thursday,neutral
3596,Twitter,image,10/11/2023 05:57,1907,821,202,Friday,neutral
3597,LinkedIn,image,12/22/2023 11:51,1169,249,822,Wednesday,neutral
3598,Instagram,video,11/11/2023 14:47,1229,856,164,Thursday,positive
3599,Instagram,poll,10/19/2023 16:24,280,313,986,Tuesday,neutral
3600,Facebook,poll,03/03/2023 16:50,4517,694,16,Tuesday,negative
3601,Instagram,video,12/28/2023 00:05,2639,542,937,Saturday,negative
3602,LinkedIn,carousel,08/01/2023 21:41,1915,84,98,Sunday,neutral
3603,LinkedIn,video,10/13/2023 18:52,3379,77,353,Saturday,negative
3604,Facebook,carousel,06/02/2023 11:53,3600,61,972,Sunday,positive
3605,Twitter,video,10/07/2023 19:30,1184,89,960,Wednesday,negative
3606,Instagram,text,02/08/2023 16:31,1137,527,265,Monday,negative
3607,Facebook,text,12/10/2023 17:35,4977,714,385,Tuesday,negative
3608,Twitter,poll,02/24/2023 06:40,3129,48,512,Tuesday,negative
3609,Twitter,image,01/02/2023 10:25,1563,928,127,Wednesday,positive
3610,LinkedIn,image,04/08/2023 07:00,4557,463,17,Thursday,negative
3611,Facebook,video,05/21/2023 15:57,935,795,925,Sunday,neutral
3612,Facebook,carousel,04/21/2023 06:16,3302,236,188,Thursday,negative
3613,Facebook,poll,10/19/2023 20:21,1290,425,340,Saturday,positive
3614,Twitter,image,09/11/2023 14:14,1037,106,475,Saturday,negative
3615,LinkedIn,text,10/14/2023 00:15,3661,227,174,Sunday,negative
3616,Facebook,text,11/24/2023 10:33,746,755,364,Wednesday,negative
3617,LinkedIn,text,11/29/2023 07:48,100,756,622,Saturday,negative
3618,Twitter,text,08/14/2023 11:32,2668,21,998,Friday,positive
3619,Facebook,poll,03/19/2023 14:11,4556,81,71,Saturday,neutral
3620,Instagram,text,06/14/2023 01:43,4888,686,568,Sunday,negative
3621,Instagram,text,03/31/2023 00:36,2013,56,443,Sunday,positive
3622,Facebook,text,05/31/2023 21:12,945,424,713,Monday,neutral
3623,Twitter,video,02/23/2023 11:00,3950,555,871,Thursday,positive
3624,Instagram,text,08/19/2023 11:13,1702,477,93,Sunday,neutral
3625,Instagram,carousel,09/18/2023 13:34,2771,39,807,Monday,positive
3626,Facebook,image,12/29/2023 03:06,4234,705,864,Thursday,negative
3627,Facebook,poll,06/09/2023 00:25,228,935,504,Sunday,neutral
3628,Facebook,image,06/25/2023 03:03,4406,729,620,Thursday,negative
3629,Instagram,image,08/19/2023 04:47,2713,619,452,Saturday,negative
3630,Twitter,text,07/28/2023 23:58,1550,459,161,Sunday,positive
3631,Instagram,image,03/14/2023 13:41,285,639,718,Monday,neutral
3632,Facebook,poll,05/10/2023 13:16,3816,346,211,Sunday,positive
3633,Twitter,carousel,03/16/2023 13:48,1907,703,742,Monday,positive
3634,Instagram,carousel,11/11/2023 16:20,4329,888,723,Sunday,neutral
3635,Twitter,carousel,04/21/2023 05:47,1046,535,731,Thursday,negative
3636,Twitter,carousel,06/27/2023 16:16,303,633,553,Thursday,positive
3637,LinkedIn,poll,04/27/2023 18:09,2082,319,977,Tuesday,negative
3638,Facebook,poll,07/17/2023 11:19,4399,378,754,Friday,positive
3639,Facebook,carousel,03/26/2023 14:19,4883,395,585,Tuesday,negative
3640,Twitter,poll,10/28/2023 03:00,1415,199,545,Sunday,negative
3641,Twitter,poll,06/19/2023 15:48,260,984,660,Thursday,neutral
3642,LinkedIn,video,04/22/2023 18:03,604,147,435,Saturday,neutral
3643,Twitter,text,12/11/2023 21:35,242,79,401,Friday,positive
3644,Instagram,text,05/10/2023 12:37,1676,180,729,Thursday,neutral
3645,LinkedIn,carousel,12/20/2023 22:11,1604,673,740,Saturday,neutral
3646,LinkedIn,text,05/24/2023 07:51,3387,594,322,Thursday,positive
